Country_code_9_digit,Country_code,Country_name,PCON_CODE,PCON_NAME,Cden_15,KS4_LEVEL2_15,KS4_LEVEL2_EM_15,KS4_LEVEL1_15,KS4_LEVEL1_EM_15,KS4_L2BASICS_15,KS4_EBACC_E_15,KS4_EBACC_15
E92000001,921,England,E14000720,Hackney North and Stoke Newington,978,668,572,911,863,592,485,311
E92000001,921,England,E14000721,Hackney South and Shoreditch,1003,712,624,951,924,634,518,325
E92000001,921,England,E14000722,Halesowen and Rowley Regis,1142,725,616,1080,1041,652,411,220
E92000001,921,England,E14000723,Halifax,1013,716,662,958,932,686,487,372
E92000001,921,England,E14000724,Haltemprice and Howden,964,700,596,918,904,610,439,303
E92000001,921,England,E14000725,Halton,1314,897,742,1224,1201,762,652,365
E92000001,921,England,E14000726,Hammersmith,542,357,290,476,457,295,262,161
E92000001,921,England,E14000727,Hampstead and Kilburn,437,273,229,403,387,236,162,74
E92000001,921,England,E14000728,Harborough,1427,1003,878,1372,1363,924,440,282
E92000001,921,England,E14000729,Harlow,896,559,486,851,834,512,299,154
E92000001,921,England,E14000730,Harrogate and Knaresborough,1436,1101,1015,1376,1364,1060,875,582
E92000001,921,England,E14000731,Harrow East,944,695,606,910,888,623,545,344
E92000001,921,England,E14000732,Harrow West,872,663,529,852,827,533,454,256
E92000001,921,England,E14000733,Hartlepool,1095,697,585,1029,994,611,332,204
E92000001,921,England,E14000734,Harwich and North Essex,621,373,308,563,549,323,142,85
E92000001,921,England,E14000735,Hastings and Rye,1019,613,492,933,884,506,276,120
E92000001,921,England,E14000736,Havant,1072,618,553,1000,968,585,339,187
E92000001,921,England,E14000737,Hayes and Harlington,678,440,357,643,615,364,315,174
E92000001,921,England,E14000738,Hazel Grove,643,422,329,584,530,334,267,168
E92000001,921,England,E14000739,Hemel Hempstead,1131,739,624,1075,1056,637,485,277
E92000001,921,England,E14000740,Hemsworth,1570,1019,879,1487,1454,918,548,393
E92000001,921,England,E14000741,Hendon,1077,779,699,1025,1010,711,607,386
E92000001,921,England,E14000742,Henley,1001,704,599,962,939,621,440,272
E92000001,921,England,E14000743,Hereford and South Herefordshire,1129,705,612,1036,998,650,399,254
E92000001,921,England,E14000744,Hertford and Stortford,1733,1371,1261,1673,1661,1292,902,698
E92000001,921,England,E14000745,Hertsmere,1346,1009,901,1307,1286,919,532,385
E92000001,921,England,E14000746,Hexham,888,664,583,868,858,602,408,280
E92000001,921,England,E14000747,Heywood and Middleton,959,589,410,905,728,425,228,136
E92000001,921,England,E14000748,High Peak,998,700,521,966,862,533,188,147
E92000001,921,England,E14000749,Hitchin and Harpenden,1077,904,839,1048,1043,851,604,462
E92000001,921,England,E14000750,Holborn and St Pancras,1188,827,688,1148,1113,705,530,361
E92000001,921,England,E14000751,Hornchurch and Upminster,1616,1156,1024,1540,1510,1055,871,487
E92000001,921,England,E14000752,Hornsey and Wood Green,1467,1021,872,1384,1353,904,642,440
E92000001,921,England,E14000753,Horsham,1007,802,729,965,958,748,530,375
E92000001,921,England,E14000754,Houghton and Sunderland South,846,429,360,772,747,398,234,109
E92000001,921,England,E14000755,Hove,1063,778,702,1016,1001,718,472,346
E92000001,921,England,E14000756,Huddersfield,736,467,400,685,665,413,260,142
E92000001,921,England,E14000757,Huntingdon,1214,756,665,1139,1121,694,460,288
E92000001,921,England,E14000758,Hyndburn,1189,720,608,1092,1064,640,291,159
E92000001,921,England,E14000759,Ilford North,1365,979,836,1283,1258,849,598,465
E92000001,921,England,E14000760,Ilford South,1423,1053,841,1367,1327,852,510,355
E92000001,921,England,E14000761,Ipswich,1161,653,596,1062,1045,633,398,257
E92000001,921,England,E14000762,Isle of Wight,1371,761,653,1263,1225,701,376,182
E92000001,921,England,E14000763,Islington North,806,514,409,774,741,416,344,189
E92000001,921,England,E14000764,Islington South and Finsbury,548,421,375,526,518,387,300,181
E92000001,921,England,E14000765,Jarrow,835,503,453,787,776,489,296,159
E92000001,921,England,E14000766,Keighley,786,458,383,715,680,405,232,157
E92000001,921,England,E14000767,Kenilworth and Southam,815,661,606,807,784,615,356,291
E92000001,921,England,E14000768,Kensington,463,371,328,442,438,337,291,216
E92000001,921,England,E14000769,Kettering,1138,693,589,1040,1002,618,499,310
E92000001,921,England,E14000770,Kingston and Surbiton,1243,964,862,1193,1164,899,607,457
E92000001,921,England,E14000771,Kingston upon Hull East,971,512,405,918,861,427,211,103
E92000001,921,England,E14000772,Kingston upon Hull North,856,562,504,798,771,522,310,174
E92000001,921,England,E14000773,Kingston upon Hull West and Hessle,757,392,346,687,665,367,226,130
E92000001,921,England,E14000774,Kingswood,1005,623,520,941,925,558,217,125
E92000001,921,England,E14000775,Knowsley,843,358,306,688,662,327,136,65
E92000001,921,England,E14000776,Lancaster and Fleetwood,1092,854,796,1047,1040,821,418,325
E92000001,921,England,E14000777,Leeds Central,915,375,302,743,714,319,90,37
E92000001,921,England,E14000778,Leeds East,859,457,385,754,721,410,273,155
E92000001,921,England,E14000779,Leeds North East,1091,688,639,986,964,671,566,340
E92000001,921,England,E14000780,Leeds North West,605,400,346,577,567,351,339,202
E92000001,921,England,E14000781,Leeds West,796,466,416,718,665,431,321,151
E92000001,921,England,E14000782,Leicester East,1369,845,741,1246,1219,792,616,376
E92000001,921,England,E14000783,Leicester South,1078,656,560,1010,981,580,308,160
E92000001,921,England,E14000784,Leicester West,901,477,386,811,769,401,206,93
E92000001,921,England,E14000785,Leigh,1198,853,708,1169,1133,726,388,246
E92000001,921,England,E14000786,Lewes,864,600,512,803,776,525,330,214
E92000001,921,England,E14000787,Lewisham East,722,418,353,678,653,384,268,87
E92000001,921,England,E14000788,Lewisham West and Penge,811,570,470,767,738,478,302,211
E92000001,921,England,E14000789,"Lewisham, Deptford",725,445,365,682,637,373,252,151
E92000001,921,England,E14000790,Leyton and Wanstead,891,629,514,860,840,522,340,220
E92000001,921,England,E14000791,Lichfield,1144,836,728,1085,1064,749,467,321
E92000001,921,England,E14000792,Lincoln,988,603,509,897,883,534,416,258
E92000001,921,England,E14000793,"Liverpool, Riverside",989,674,596,926,914,621,498,272
E92000001,921,England,E14000794,"Liverpool, Walton",954,476,368,866,831,398,414,184
E92000001,921,England,E14000795,"Liverpool, Wavertree",816,520,472,746,735,500,383,281
E92000001,921,England,E14000796,"Liverpool, West Derby",1275,750,608,1178,1094,640,483,261
E92000001,921,England,E14000797,Loughborough,1203,758,663,1144,1112,700,473,256
E92000001,921,England,E14000798,Louth and Horncastle,1131,709,600,1060,1023,615,502,301
E92000001,921,England,E14000799,Ludlow,927,647,542,911,899,560,384,256
E92000001,921,England,E14000800,Luton North,1490,939,829,1404,1362,866,575,297
E92000001,921,England,E14000801,Luton South,1246,740,630,1180,1122,651,559,297
E92000001,921,England,E14000802,Macclesfield,981,762,661,952,938,669,486,373
E92000001,921,England,E14000803,Maidenhead,1218,890,786,1185,1167,816,595,356
E92000001,921,England,E14000804,Maidstone and The Weald,1769,1283,1213,1656,1623,1247,903,609
E92000001,921,England,E14000805,Makerfield,1269,870,744,1179,1161,764,539,341
E92000001,921,England,E14000806,Maldon,956,647,571,888,875,595,325,201
E92000001,921,England,E14000807,Manchester Central,580,317,258,543,533,273,164,53
E92000001,921,England,E14000808,"Manchester, Gorton",1197,765,598,1093,1055,608,533,307
E92000001,921,England,E14000809,"Manchester, Withington",1110,737,582,1055,1017,599,524,300
E92000001,921,England,E14000810,Mansfield,1204,666,596,1116,1078,623,364,181
E92000001,921,England,E14000811,Meon Valley,690,490,417,663,652,428,199,140
E92000001,921,England,E14000812,Meriden,1452,920,781,1379,1357,812,581,333
E92000001,921,England,E14000813,Mid Bedfordshire,1395,983,844,1354,1336,877,424,277
E92000001,921,England,E14000814,Mid Derbyshire,917,706,648,875,870,668,471,314
E92000001,921,England,E14000815,Mid Dorset and North Poole,1118,791,651,1070,1054,663,405,276
E92000001,921,England,E14000816,Mid Norfolk,1376,971,850,1327,1287,879,548,348
E92000001,921,England,E14000817,Mid Sussex,1390,1025,922,1317,1260,946,851,542
E92000001,921,England,E14000818,Mid Worcestershire,731,482,422,699,687,435,331,200
E92000001,921,England,E14000819,Middlesbrough,1185,726,557,1088,1044,583,238,156
E92000001,921,England,E14000820,Middlesbrough South and East Cleveland,718,430,352,654,642,364,200,126
E92000001,921,England,E14000821,Milton Keynes North,1167,742,646,1114,1097,674,368,229
E92000001,921,England,E14000822,Milton Keynes South,1752,1056,871,1627,1592,912,824,374
E92000001,921,England,E14000823,Mitcham and Morden,455,237,187,393,372,200,61,29
E92000001,921,England,E14000824,Mole Valley,851,610,552,810,786,566,476,312
E92000001,921,England,E14000825,Morecambe and Lunesdale,713,386,338,648,629,355,137,81
E92000001,921,England,E14000826,Morley and Outwood,1359,1055,966,1308,1287,991,540,339
E92000001,921,England,E14000827,New Forest East,876,539,473,814,795,500,298,194
E92000001,921,England,E14000828,New Forest West,849,629,568,829,817,600,369,247
E92000001,921,England,E14000829,Newark,1103,743,623,1061,1026,658,461,269
E92000001,921,England,E14000830,Newbury,1096,796,715,1066,1037,732,579,381
E92000001,921,England,E14000831,Newcastle upon Tyne Central,936,535,500,818,795,546,352,208
E92000001,921,England,E14000832,Newcastle upon Tyne East,760,507,410,716,680,426,253,142
E92000001,921,England,E14000833,Newcastle upon Tyne North,630,421,386,600,592,402,285,221
E92000001,921,England,E14000834,Newcastle-under-Lyme,896,551,479,832,815,500,383,180
E92000001,921,England,E14000835,Newton Abbot,914,554,457,855,774,489,350,164
E92000001,921,England,E14000836,"Normanton, Pontefract and Castleford",1038,701,588,985,964,606,277,164
E92000001,921,England,E14000837,North Cornwall,973,618,536,911,884,555,406,219
E92000001,921,England,E14000838,North Devon,1091,701,598,1047,1037,620,522,256
E92000001,921,England,E14000839,North Dorset,1064,736,622,1026,1012,642,462,284
E92000001,921,England,E14000840,North Durham,819,520,429,756,741,461,269,162
E92000001,921,England,E14000841,North East Bedfordshire,1105,769,655,1053,1043,674,451,278
E92000001,921,England,E14000842,North East Cambridgeshire,897,496,428,826,801,458,286,143
E92000001,921,England,E14000843,North East Derbyshire,1055,701,629,1014,1004,658,315,225
E92000001,921,England,E14000844,North East Hampshire,1058,834,729,1046,1029,750,522,342
E92000001,921,England,E14000845,North East Hertfordshire,907,615,513,878,851,534,449,252
E92000001,921,England,E14000846,North East Somerset,1099,811,719,1050,1042,745,598,352
E92000001,921,England,E14000847,North Herefordshire,732,503,458,721,712,474,374,215
E92000001,921,England,E14000848,North Norfolk,694,432,374,649,638,394,304,152
E92000001,921,England,E14000849,North Shropshire,1035,658,548,1009,984,573,467,256
E92000001,921,England,E14000850,North Somerset,1128,820,723,1096,1087,753,472,307
E92000001,921,England,E14000851,North Swindon,990,591,508,913,881,531,308,181
E92000001,921,England,E14000852,North Thanet,680,343,265,626,614,285,148,52
E92000001,921,England,E14000853,North Tyneside,833,540,450,795,770,476,236,128
E92000001,921,England,E14000854,North Warwickshire,961,613,517,916,908,537,271,175
E92000001,921,England,E14000855,North West Cambridgeshire,1364,826,732,1295,1262,800,533,327
E92000001,921,England,E14000856,North West Durham,739,482,418,692,687,438,247,159
E92000001,921,England,E14000857,North West Hampshire,996,662,574,925,902,602,318,214
E92000001,921,England,E14000858,North West Leicestershire,924,611,483,875,863,495,369,211
E92000001,921,England,E14000859,North West Norfolk,824,459,408,763,745,439,193,98
E92000001,921,England,E14000860,North Wiltshire,1020,683,596,960,949,628,405,255
E92000001,921,England,E14000861,Northampton North,1337,672,565,1188,1124,593,459,211
E92000001,921,England,E14000862,Northampton South,437,304,282,429,417,300,257,128
E92000001,921,England,E14000863,Norwich North,1040,680,562,991,954,582,199,128
E92000001,921,England,E14000864,Norwich South,730,423,354,663,630,371,210,124
E92000001,921,England,E14000865,Nottingham East,557,252,227,485,463,253,207,64
E92000001,921,England,E14000866,Nottingham North,823,293,241,685,654,275,137,67
E92000001,921,England,E14000867,Nottingham South,927,579,504,856,838,517,432,230
E92000001,921,England,E14000868,Nuneaton,1140,672,583,1070,1029,601,420,242
E92000001,921,England,E14000869,Old Bexley and Sidcup,1111,887,813,1084,1071,831,486,344
E92000001,921,England,E14000870,Oldham East and Saddleworth,1190,800,702,1124,1099,725,384,236
E92000001,921,England,E14000871,Oldham West and Royton,1439,798,658,1292,1224,685,278,136
E92000001,921,England,E14000872,Orpington,899,674,637,867,853,650,509,413
E92000001,921,England,E14000873,Oxford East,744,425,379,671,647,402,261,141
E92000001,921,England,E14000874,Oxford West and Abingdon,964,667,593,917,903,604,354,282
E92000001,921,England,E14000875,Pendle,901,504,422,834,816,444,192,100
E92000001,921,England,E14000876,Penistone and Stocksbridge,1178,844,714,1158,1138,733,452,304
E92000001,921,England,E14000877,Penrith and The Border,1008,717,639,967,962,676,460,310
E92000001,921,England,E14000878,Peterborough,1311,703,588,1192,1155,635,395,248
E92000001,921,England,E14000879,"Plymouth, Moor View",1042,531,429,922,887,456,313,133
E92000001,921,England,E14000880,"Plymouth, Sutton and Devonport",898,630,584,876,857,600,386,254
E92000001,921,England,E14000881,Poole,754,562,513,741,705,523,337,248
E92000001,921,England,E14000882,Poplar and Limehouse,937,642,564,901,875,589,360,252
E92000001,921,England,E14000883,Portsmouth North,1043,576,506,908,872,531,378,208
E92000001,921,England,E14000884,Portsmouth South,661,422,358,617,597,365,236,128
E92000001,921,England,E14000885,Preston,403,216,195,x,355,215,92,69
E92000001,921,England,E14000886,Pudsey,1450,1035,903,1396,1372,939,630,443
E92000001,921,England,E14000887,Putney,730,456,374,678,658,395,282,147
E92000001,921,England,E14000888,Rayleigh and Wickford,1539,1039,922,1467,1438,980,481,308
E92000001,921,England,E14000889,Reading East,786,586,549,748,731,564,367,292
E92000001,921,England,E14000890,Reading West,1168,704,578,1115,1078,601,338,207
E92000001,921,England,E14000891,Redcar,1176,745,650,1112,1063,685,279,166
E92000001,921,England,E14000892,Redditch,808,500,431,747,729,449,190,125
E92000001,921,England,E14000893,Reigate,837,581,514,785,771,524,294,202
E92000001,921,England,E14000894,Ribble Valley,1365,1001,872,1333,1313,901,451,337
E92000001,921,England,E14000895,Richmond (Yorks),1106,810,676,1065,1057,693,441,310
E92000001,921,England,E14000896,Richmond Park,747,633,572,735,716,576,484,390
E92000001,921,England,E14000897,Rochdale,1391,866,728,1292,1242,755,402,253
E92000001,921,England,E14000898,Rochester and Strood,1106,847,771,1053,1036,784,517,431
E92000001,921,England,E14000899,Rochford and Southend East,922,598,529,877,862,554,268,202
E92000001,921,England,E14000900,Romford,1072,666,563,1016,999,589,308,164
E92000001,921,England,E14000901,Romsey and Southampton North,903,649,580,849,833,606,430,276
E92000001,921,England,E14000902,Rossendale and Darwen,911,542,495,853,829,520,296,206
E92000001,921,England,E14000903,Rother Valley,1260,905,803,1183,1172,844,462,264
E92000001,921,England,E14000904,Rotherham,1205,732,590,1111,1034,613,240,143
E92000001,921,England,E14000905,Rugby,1073,731,624,1015,957,645,427,334
E92000001,921,England,E14000906,"Ruislip, Northwood and Pinner",1367,1020,860,1336,1320,881,527,365
E92000001,921,England,E14000907,Runnymede and Weybridge,1109,828,759,1052,1046,781,598,404
E92000001,921,England,E14000908,Rushcliffe,1194,907,817,1163,1147,842,584,402
E92000001,921,England,E14000909,Rutland and Melton,1004,752,660,958,955,677,362,253
E92000001,921,England,E14000910,Saffron Walden,1109,808,726,1066,1045,745,524,366
E92000001,921,England,E14000911,Salford and Eccles,1238,740,592,1137,1079,616,453,211
E92000001,921,England,E14000912,Salisbury,917,681,612,878,849,627,347,249
E92000001,921,England,E14000913,Scarborough and Whitby,943,545,458,847,829,487,250,152
E92000001,921,England,E14000914,Scunthorpe,1019,603,548,949,937,587,311,160
E92000001,921,England,E14000915,Sedgefield,931,648,564,887,875,592,301,216
E92000001,921,England,E14000916,Sefton Central,1488,1066,874,1410,1375,907,555,369
E92000001,921,England,E14000917,Selby and Ainsty,919,618,538,890,865,557,295,180
E92000001,921,England,E14000918,Sevenoaks,421,229,172,377,352,181,32,20
E92000001,921,England,E14000919,Sheffield Central,489,342,296,469,459,303,242,128
E92000001,921,England,E14000920,Sheffield South East,860,556,467,828,811,477,232,132
E92000001,921,England,E14000921,"Sheffield, Brightside and Hillsborough",1003,505,398,854,809,420,230,109
E92000001,921,England,E14000922,"Sheffield, Hallam",1482,1105,969,1425,1400,994,749,507
