Country_code_9_digit,Country_code,Country_name,Region_code_9_digit,Region_code,Region_name,LAD_code_9_digit,LAD_code,LAD_name,IDACI_decile,Rurality,A1A4den_15,KS4_LEVEL2_15,KS4_LEVEL2_EM_15,KS4_LEVEL1_15,KS4_LEVEL1_EM_15,KS4_L2BASICS_15,KS4_EBACC_E_15,KS4_EBACC_15,,,,
E92000001,921,England,E12000006,G,East,,,,10-20%,,4610,2275,1887,4188,4025,2022,1157,588,,,,
E92000001,921,England,E12000006,G,East,,,,20-30%,,5881,3192,2669,5444,5215,2835,1635,886,,,,
E92000001,921,England,E12000006,G,East,,,,30-40%,,6636,3998,3336,6228,6067,3512,2134,1173,,,,
E92000001,921,England,E12000006,G,East,,,,40-50%,,7232,4619,3925,6806,6616,4093,2590,1512,,,,
E92000001,921,England,E12000006,G,East,,,,50-60%,,7518,5101,4461,7146,6994,4633,2978,1849,,,,
E92000001,921,England,E12000006,G,East,,,,60-70%,,7956,5674,5009,7589,7460,5170,3309,2080,,,,
E92000001,921,England,E12000006,G,East,,,,70-80%,,7944,5902,5237,7665,7553,5394,3562,2416,,,,
E92000001,921,England,E12000006,G,East,,,,80-90%,,6542,5095,4558,6344,6258,4690,3022,2103,,,,
E92000001,921,England,E12000006,G,East,,,,90-100% least deprived,,5331,4443,4116,5225,5178,4209,3058,2313,,,,
E92000001,921,England,E12000006,G,East,,,,,Urban - Major conurbation,6529,4536,3888,6225,6022,4008,2733,1688,,,,
E92000001,921,England,E12000006,G,East,,,,,Urban - Minor conurbation,0,0,0,0,0,0,0,0,,,,
E92000001,921,England,E12000006,G,East,,,,,Urban - City and town,38610,24928,21786,36356,35440,22765,14210,8979,,,,
E92000001,921,England,E12000006,G,East,,,,,Rural areas - town and fringe,9142,6297,5477,8717,8579,5661,3719,2312,,,,
E92000001,921,England,E12000006,G,East,,,,,Rural areas - village,5444,3896,3418,5216,5136,3519,2313,1488,,,,
E92000001,921,England,E12000006,G,East,,,,,Rural areas - hamlet & isolated dwelling,2541,1806,1576,2437,2385,1630,1063,714,,,,
E92000001,921,England,E12000006,G,East,,,,0-10% most deprived,Urban,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000006,G,East,,,,0-10% most deprived,Rural,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000006,G,East,,,,10-20%,Urban,4520,2224,1843,4104,3942,1974,x,x,,,,
E92000001,921,England,E12000006,G,East,,,,10-20%,Rural,90,51,44,84,83,48,x,x,,,,
E92000001,921,England,E12000006,G,East,,,,20-30%,Urban,5445,2965,2477,5035,4822,2628,1523,827,,,,
E92000001,921,England,E12000006,G,East,,,,20-30%,Rural,436,227,192,409,393,207,112,59,,,,
E92000001,921,England,E12000006,G,East,,,,30-40%,Urban,5661,3445,2878,5312,5175,3036,1841,1024,,,,
E92000001,921,England,E12000006,G,East,,,,30-40%,Rural,975,553,458,916,892,476,293,149,,,,
E92000001,921,England,E12000006,G,East,,,,40-50%,Urban,5649,3601,3075,5317,5157,3208,2012,1169,,,,
E92000001,921,England,E12000006,G,East,,,,40-50%,Rural,1583,1018,850,1489,1459,885,578,343,,,,
E92000001,921,England,E12000006,G,East,,,,50-60%,Urban,4578,3145,2750,4354,4248,2854,1890,1162,,,,
E92000001,921,England,E12000006,G,East,,,,50-60%,Rural,2940,1956,1711,2792,2746,1779,1088,687,,,,
E92000001,921,England,E12000006,G,East,,,,60-70%,Urban,4445,3205,2845,4241,4166,2942,1836,1216,,,,
E92000001,921,England,E12000006,G,East,,,,60-70%,Rural,3511,2469,2164,3348,3294,2228,1473,864,,,,
E92000001,921,England,E12000006,G,East,,,,70-80%,Urban,4589,x,3128,4448,4384,3221,2091,1457,,,,
E92000001,921,England,E12000006,G,East,,,,70-80%,Rural,3355,x,2109,3217,3169,2173,1471,959,,,,
E92000001,921,England,E12000006,G,East,,,,80-90%,Urban,3833,3026,2735,3717,3666,2815,1767,1254,,,,
E92000001,921,England,E12000006,G,East,,,,80-90%,Rural,2709,2069,1823,2627,2592,1875,1255,849,,,,
E92000001,921,England,E12000006,G,East,,,,90-100% least deprived,Urban,3827,3228,3004,3757,3726,3078,2272,1728,,,,
E92000001,921,England,E12000006,G,East,,,,90-100% least deprived,Rural,1504,1215,1112,1468,1452,1131,786,585,,,,
E92000001,921,England,E12000007,H,London,,,,,,76170,54440,46628,72669,70417,47877,36044,23380,,,,
E92000001,921,England,E12000007,H,London,,,,0-10% most deprived,,22549,14796,12306,21254,20444,12715,9607,5549,,,,
E92000001,921,England,E12000007,H,London,,,,10-20%,,15125,10161,8524,14303,13791,8795,6690,4081,,,,
E92000001,921,England,E12000007,H,London,,,,20-30%,,10925,7683,6558,10411,10082,6741,4993,3186,,,,
E92000001,921,England,E12000007,H,London,,,,30-40%,,7285,5387,4646,7008,6820,4757,3633,2449,,,,
E92000001,921,England,E12000007,H,London,,,,40-50%,,5280,4027,3517,5077,4954,3591,2737,1920,,,,
E92000001,921,England,E12000007,H,London,,,,50-60%,,4015,3179,2788,3893,3813,2844,2103,1508,,,,
E92000001,921,England,E12000007,H,London,,,,60-70%,,3509,2858,2549,3400,3331,2596,1900,1392,,,,
E92000001,921,England,E12000007,H,London,,,,70-80%,,2995,2464,2205,2921,2849,2253,1673,1196,,,,
E92000001,921,England,E12000007,H,London,,,,80-90%,,2662,2252,2040,2609,2562,2076,1570,1205,,,,
E92000001,921,England,E12000007,H,London,,,,90-100% least deprived,,1825,1633,1495,1793,1771,1509,1138,894,,,,
E92000001,921,England,E12000007,H,London,,,,,Urban - Major conurbation,75776,54160,46379,72295,70047,47618,35896,23281,,,,
E92000001,921,England,E12000007,H,London,,,,,Urban - Minor conurbation,0,0,0,0,0,0,0,0,,,,
E92000001,921,England,E12000007,H,London,,,,,Urban - City and town,229,169,156,218,217,163,106,71,,,,
E92000001,921,England,E12000007,H,London,,,,,Rural areas - town and fringe,99,65,55,95,93,57,16,10,,,,
E92000001,921,England,E12000007,H,London,,,,,Rural areas - village,35,26,21,x,x,21,17,12,,,,
E92000001,921,England,E12000007,H,London,,,,,Rural areas - hamlet & isolated dwelling,31,20,17,x,x,18,9,6,,,,
E92000001,921,England,E12000007,H,London,,,,0-10% most deprived,Urban,22536,14790,12302,x,x,12711,9603,x,,,,
E92000001,921,England,E12000007,H,London,,,,0-10% most deprived,Rural,13,6,4,x,x,4,4,x,,,,
E92000001,921,England,E12000007,H,London,,,,10-20%,Urban,15122,x,8524,x,13788,8795,x,4081,,,,
E92000001,921,England,E12000007,H,London,,,,10-20%,Rural,3,x,0,x,3,0,x,0,,,,
E92000001,921,England,E12000007,H,London,,,,20-30%,Urban,10860,7638,6521,x,10020,6703,4985,3181,,,,
E92000001,921,England,E12000007,H,London,,,,20-30%,Rural,65,45,37,x,62,38,8,5,,,,
E92000001,921,England,E12000007,H,London,,,,30-40%,Urban,7285,5387,4646,7008,6820,4757,3633,2449,,,,
E92000001,921,England,E12000007,H,London,,,,30-40%,Rural,0,0,0,0,0,0,0,0,,,,
E92000001,921,England,E12000007,H,London,,,,40-50%,Urban,5246,4004,3496,x,x,3569,2726,1911,,,,
E92000001,921,England,E12000007,H,London,,,,40-50%,Rural,34,23,21,x,x,22,11,9,,,,
E92000001,921,England,E12000007,H,London,,,,50-60%,Urban,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000007,H,London,,,,50-60%,Rural,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000007,H,London,,,,60-70%,Urban,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000007,H,London,,,,60-70%,Rural,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000007,H,London,,,,70-80%,Urban,2983,2456,2197,x,x,2245,x,x,,,,
E92000001,921,England,E12000007,H,London,,,,70-80%,Rural,12,8,8,x,x,8,x,x,,,,
E92000001,921,England,E12000007,H,London,,,,80-90%,Urban,2635,2235,2026,x,2538,2061,1557,1196,,,,
E92000001,921,England,E12000007,H,London,,,,80-90%,Rural,27,17,14,x,24,15,13,9,,,,
E92000001,921,England,E12000007,H,London,,,,90-100% least deprived,Urban,1825,1633,1495,1793,1771,1509,1138,894,,,,
E92000001,921,England,E12000007,H,London,,,,90-100% least deprived,Rural,0,0,0,0,0,0,0,0,,,,
E92000001,921,England,E12000008,J,South East,,,,,,87790,59593,52490,82844,80769,54404,35749,23229,,,,
E92000001,921,England,E12000008,J,South East,,,,0-10% most deprived,,2860,1268,1032,2477,2340,1093,591,303,,,,
E92000001,921,England,E12000008,J,South East,,,,10-20%,,5405,2553,2119,4777,4552,2251,1272,652,,,,
E92000001,921,England,E12000008,J,South East,,,,20-30%,,7464,3938,3275,6784,6486,3479,2054,1087,,,,
E92000001,921,England,E12000008,J,South East,,,,30-40%,,9570,5558,4730,8815,8524,5001,3053,1703,,,,
E92000001,921,England,E12000008,J,South East,,,,40-50%,,9376,5931,5134,8797,8554,5349,3349,2008,,,,
E92000001,921,England,E12000008,J,South East,,,,50-60%,,9505,6462,5603,9024,8807,5802,3877,2411,,,,
E92000001,921,England,E12000008,J,South East,,,,60-70%,,10086,7328,6533,9640,9464,6747,4629,2991,,,,
E92000001,921,England,E12000008,J,South East,,,,70-80%,,10232,7683,6886,9862,9690,7112,4724,3211,,,,
E92000001,921,England,E12000008,J,South East,,,,80-90%,,10749,8448,7605,10415,10245,7804,5383,3811,,,,
E92000001,921,England,E12000008,J,South East,,,,90-100% least deprived,,12543,10424,9573,12253,12107,9766,6817,5052,,,,
E92000001,921,England,E12000008,J,South East,,,,,Urban - Major conurbation,7369,5311,4733,7037,6896,4874,3527,2267,,,,
E92000001,921,England,E12000008,J,South East,,,,,Urban - Minor conurbation,0,0,0,0,0,0,0,0,,,,
E92000001,921,England,E12000008,J,South East,,,,,Urban - City and town,63396,41757,36584,59542,57945,38000,24404,15702,,,,
E92000001,921,England,E12000008,J,South East,,,,,Rural areas - town and fringe,9106,6511,5759,8670,8464,5950,3976,2621,,,,
E92000001,921,England,E12000008,J,South East,,,,,Rural areas - village,5063,3808,3419,4853,4766,3524,2361,1613,,,,
E92000001,921,England,E12000008,J,South East,,,,,Rural areas - hamlet & isolated dwelling,2856,2206,1995,2742,2698,2056,1481,1026,,,,
E92000001,921,England,E12000008,J,South East,,,,0-10% most deprived,Urban,2850,1261,1027,2467,2330,1086,587,x,,,,
E92000001,921,England,E12000008,J,South East,,,,0-10% most deprived,Rural,10,7,5,10,10,7,4,x,,,,
E92000001,921,England,E12000008,J,South East,,,,10-20%,Urban,5301,2517,2085,4685,4469,2213,1248,x,,,,
E92000001,921,England,E12000008,J,South East,,,,10-20%,Rural,104,36,34,92,83,38,24,x,,,,
E92000001,921,England,E12000008,J,South East,,,,20-30%,Urban,7086,3752,3117,6433,6156,3308,1928,1023,,,,
E92000001,921,England,E12000008,J,South East,,,,20-30%,Rural,378,186,158,351,330,171,126,64,,,,
E92000001,921,England,E12000008,J,South East,,,,30-40%,Urban,8565,4968,4229,7891,7633,4466,2700,1523,,,,
E92000001,921,England,E12000008,J,South East,,,,30-40%,Rural,1005,590,501,924,891,535,353,180,,,,
E92000001,921,England,E12000008,J,South East,,,,40-50%,Urban,8179,5166,4488,7678,7479,4674,2892,1736,,,,
E92000001,921,England,E12000008,J,South East,,,,40-50%,Rural,1197,765,646,1119,1075,675,457,272,,,,
E92000001,921,England,E12000008,J,South East,,,,50-60%,Urban,7454,5052,4351,7087,6917,4512,2987,1827,,,,
E92000001,921,England,E12000008,J,South East,,,,50-60%,Rural,2051,1410,1252,1937,1890,1290,890,584,,,,
E92000001,921,England,E12000008,J,South East,,,,60-70%,Urban,7572,5496,4898,7245,7106,5057,3456,2246,,,,
E92000001,921,England,E12000008,J,South East,,,,60-70%,Rural,2514,1832,1635,2395,2358,1690,1173,745,,,,
E92000001,921,England,E12000008,J,South East,,,,70-80%,Urban,7230,5377,4831,6971,6853,4998,3292,2240,,,,
E92000001,921,England,E12000008,J,South East,,,,70-80%,Rural,3002,2306,2055,2891,2837,2114,1432,971,,,,
E92000001,921,England,E12000008,J,South East,,,,80-90%,Urban,7269,5732,5161,7059,6945,5293,3693,2591,,,,
E92000001,921,England,E12000008,J,South East,,,,80-90%,Rural,3480,2716,2444,3356,3300,2511,1690,1220,,,,
E92000001,921,England,E12000008,J,South East,,,,90-100% least deprived,Urban,9259,7747,7130,9063,8953,7267,5148,3839,,,,
E92000001,921,England,E12000008,J,South East,,,,90-100% least deprived,Rural,3284,2677,2443,3190,3154,2499,1669,1213,,,,
E92000001,921,England,E12000009,K,South West,,,,,,53681,35916,31107,50852,49559,32392,20424,12627,,,,
E92000001,921,England,E12000009,K,South West,,,,0-10% most deprived,,2058,933,755,1817,1727,824,412,178,,,,
E92000001,921,England,E12000009,K,South West,,,,10-20%,,2798,1330,1069,2507,2390,1174,680,309,,,,
E92000001,921,England,E12000009,K,South West,,,,20-30%,,4502,2437,1998,4134,3967,2154,1205,622,,,,
E92000001,921,England,E12000009,K,South West,,,,30-40%,,5485,3197,2709,5118,4963,2856,1635,884,,,,
E92000001,921,England,E12000009,K,South West,,,,40-50%,,7212,4638,3979,6798,6599,4160,2590,1520,,,,
E92000001,921,England,E12000009,K,South West,,,,50-60%,,8337,5822,5042,8014,7835,5208,3310,2062,,,,
E92000001,921,England,E12000009,K,South West,,,,60-70%,,7403,5317,4649,7098,6946,4803,3105,1949,,,,
E92000001,921,England,E12000009,K,South West,,,,70-80%,,6730,5003,4446,6478,6357,4583,2920,1932,,,,
E92000001,921,England,E12000009,K,South West,,,,80-90%,,5638,4409,3893,5463,5392,3994,2800,1923,,,,
E92000001,921,England,E12000009,K,South West,,,,90-100% least deprived,,3518,2830,2567,3425,3383,2636,1767,1248,,,,
E92000001,921,England,E12000009,K,South West,,,,,Urban - Major conurbation,0,0,0,0,0,0,0,0,,,,
E92000001,921,England,E12000009,K,South West,,,,,Urban - Minor conurbation,0,0,0,0,0,0,0,0,,,,
E92000001,921,England,E12000009,K,South West,,,,,Urban - City and town,36755,23838,20492,34593,33667,21448,12909,7833,,,,
E92000001,921,England,E12000009,K,South West,,,,,Rural areas - town and fringe,7772,5256,4596,7428,7211,4763,3262,1980,,,,
E92000001,921,England,E12000009,K,South West,,,,,Rural areas - village,5676,4226,3724,5494,5397,3831,2617,1729,,,,
E92000001,921,England,E12000009,K,South West,,,,,Rural areas - hamlet & isolated dwelling,3478,2596,2295,3337,3284,2350,1636,1085,,,,
E92000001,921,England,E12000009,K,South West,,,,0-10% most deprived,Urban,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000009,K,South West,,,,0-10% most deprived,Rural,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000009,K,South West,,,,10-20%,Urban,2650,1272,1024,2372,2265,1123,641,297,,,,
E92000001,921,England,E12000009,K,South West,,,,10-20%,Rural,148,58,45,135,125,51,39,12,,,,
E92000001,921,England,E12000009,K,South West,,,,20-30%,Urban,3912,2134,1742,3595,3444,1873,1041,539,,,,
E92000001,921,England,E12000009,K,South West,,,,20-30%,Rural,590,303,256,539,523,281,164,83,,,,
E92000001,921,England,E12000009,K,South West,,,,30-40%,Urban,4318,2496,2109,4021,3906,2214,1253,672,,,,
E92000001,921,England,E12000009,K,South West,,,,30-40%,Rural,1167,701,600,1097,1057,642,382,212,,,,
E92000001,921,England,E12000009,K,South West,,,,40-50%,Urban,4744,3014,2570,4440,4305,2704,1595,929,,,,
E92000001,921,England,E12000009,K,South West,,,,40-50%,Rural,2468,1624,1409,2358,2294,1456,995,591,,,,
E92000001,921,England,E12000009,K,South West,,,,50-60%,Urban,4722,3230,2757,4520,4427,2861,1743,1066,,,,
E92000001,921,England,E12000009,K,South West,,,,50-60%,Rural,3615,2592,2285,3494,3408,2347,1567,996,,,,
E92000001,921,England,E12000009,K,South West,,,,60-70%,Urban,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000009,K,South West,,,,60-70%,Rural,x,x,x,x,x,x,x,x,,,,
E92000001,921,England,E12000009,K,South West,,,,70-80%,Urban,3835,2794,2493,3682,3597,2583,1570,1059,,,,
E92000001,921,England,E12000009,K,South West,,,,70-80%,Rural,2895,2209,1953,2796,2760,2000,1350,873,,,,
E92000001,921,England,E12000009,K,South West,,,,80-90%,Urban,3665,2818,2484,3548,3507,2558,1722,1169,,,,
E92000001,921,England,E12000009,K,South West,,,,80-90%,Rural,1973,1591,1409,1915,1885,1436,1078,754,,,,
E92000001,921,England,E12000009,K,South West,,,,90-100% least deprived,Urban,2817,2297,2088,2738,2709,2137,1420,1005,,,,
E92000001,921,England,E12000009,K,South West,,,,90-100% least deprived,Rural,701,533,479,687,674,499,347,243,,,,
E92000001,921,England,E12000001,A,North East,E06000047,00EJ,County Durham UA,,,5305,3475,2950,4958,4845,3081,2079,1268,,,,
E92000001,921,England,E12000001,A,North East,E06000005,00EH,Darlington UA,,,1171,728,611,1095,1056,650,375,205,,,,
E92000001,921,England,E12000001,A,North East,E06000001,00EB,Hartlepool UA,,,1096,694,582,1030,996,608,332,204,,,,
E92000001,921,England,E12000001,A,North East,E06000002,00EC,Middlesbrough UA,,,1500,934,729,1392,1353,759,391,241,,,,
E92000001,921,England,E12000001,A,North East,E06000057,00EM,Northumberland UA,,,3363,2176,1909,3150,3089,1998,1127,726,,,,
E92000001,921,England,E12000001,A,North East,E06000003,00EE,Redcar and Cleveland UA,,,1545,951,822,1432,1375,866,332,213,,,,
E92000001,921,England,E12000001,A,North East,E06000004,00EF,Stockton-on-Tees UA,,,2165,1514,1282,2037,1966,1326,815,553,,,,
E92000001,921,England,E12000001,A,North East,E08000037,00CH,Gateshead,,,1914,1283,1095,1770,1721,1136,777,499,,,,
E92000001,921,England,E12000001,A,North East,E08000021,00CJ,Newcastle upon Tyne,,,2324,1496,1323,2178,2113,1398,922,584,,,,
E92000001,921,England,E12000001,A,North East,E08000022,00CK,North Tyneside,,,2083,1507,1296,2009,1969,1343,728,513,,,,
E92000001,921,England,E12000001,A,North East,E08000023,00CL,South Tyneside,,,1567,1032,900,1503,1477,944,572,322,,,,
E92000001,921,England,E12000001,A,North East,E08000024,00CM,Sunderland,,,2944,1770,1491,2763,2670,1563,996,522,,,,
E92000001,921,England,E12000002,B,North West,E06000008,00EX,Blackburn with Darwen UA,,,1806,1168,1005,1710,1668,1050,575,358,,,,
E92000001,921,England,E12000002,B,North West,E06000009,00EY,Blackpool UA,,,1512,809,672,1413,1341,707,350,187,,,,
E92000001,921,England,E12000002,B,North West,E06000049,00EQ,Cheshire East UA,,,3803,2757,2432,3634,3580,2487,1514,1081,,,,
E92000001,921,England,E12000002,B,North West,E06000050,00EW,Cheshire West and Chester UA,,,3404,2374,1994,3235,3123,2079,1379,992,,,,
E92000001,921,England,E12000002,B,North West,E06000006,00ET,Halton UA,,,1469,995,830,1370,1345,853,703,391,,,,
E92000001,921,England,E12000002,B,North West,E06000007,00EU,Warrington UA,,,2385,1587,1407,2269,2225,1486,1138,717,,,,
E92000001,921,England,E12000002,B,North West,E07000026,16UB,Allerdale,,,1095,710,606,1045,1025,634,479,297,,,,
E92000001,921,England,E12000002,B,North West,E07000027,16UC,Barrow-in-Furness,,,780,508,410,727,714,416,140,80,,,,
E92000001,921,England,E12000002,B,North West,E07000028,16UD,Carlisle,,,996,625,557,931,911,580,351,231,,,,
E92000001,921,England,E12000002,B,North West,E07000029,16UE,Copeland,,,705,433,353,671,659,365,304,148,,,,
E92000001,921,England,E12000002,B,North West,E07000030,16UF,Eden,,,536,380,351,513,511,374,261,174,,,,
E92000001,921,England,E12000002,B,North West,E07000031,16UG,South Lakeland,,,1032,713,621,994,983,643,413,256,,,,
E92000001,921,England,E12000002,B,North West,E08000001,00BL,Bolton,,,3202,2111,1790,2998,2903,1845,1161,685,,,,
E92000001,921,England,E12000002,B,North West,E08000002,00BM,Bury,,,2067,1441,1185,2000,1954,1220,928,593,,,,
E92000001,921,England,E12000002,B,North West,E08000003,00BN,Manchester,,,4964,2949,2328,4529,4335,2411,1758,952,,,,
E92000001,921,England,E12000002,B,North West,E08000004,00BP,Oldham ,,,2837,1712,1423,2604,2487,1474,713,390,,,,
E92000001,921,England,E12000002,B,North West,E08000005,00BQ,Rochdale,,,2485,1569,1262,2325,2116,1306,715,454,,,,
E92000001,921,England,E12000002,B,North West,E08000006,00BR,Salford,,,2245,1376,1105,2095,1935,1150,823,438,,,,
E92000001,921,England,E12000002,B,North West,E08000007,00BS,Stockport,,,2782,2057,1713,2650,2552,1732,1361,909,,,,
E92000001,921,England,E12000002,B,North West,E08000008,00BT,Tameside,,,2517,1611,1405,2333,2267,1478,904,542,,,,
E92000001,921,England,E12000002,B,North West,E08000009,00BU,Trafford,,,2591,1982,1763,2502,2458,1784,1166,875,,,,
E92000001,921,England,E12000002,B,North West,E08000010,00BW,Wigan,,,3484,2384,1991,3316,3227,2047,1169,737,,,,
E92000001,921,England,E12000002,B,North West,E07000117,30UD,Burnley,,,1000,572,477,899,852,498,371,188,,,,
E92000001,921,England,E12000002,B,North West,E07000118,30UE,Chorley,,,1126,855,739,1073,1060,755,482,317,,,,
E92000001,921,England,E12000002,B,North West,E07000119,30UF,Fylde,,,653,465,390,622,615,400,198,132,,,,
E92000001,921,England,E12000002,B,North West,E07000120,30UG,Hyndburn,,,940,569,482,866,843,505,220,132,,,,
E92000001,921,England,E12000002,B,North West,E07000121,30UH,Lancaster,,,1419,968,892,1333,1306,928,433,295,,,,
E92000001,921,England,E12000002,B,North West,E07000122,30UJ,Pendle,,,1023,605,510,955,932,535,247,142,,,,
E92000001,921,England,E12000002,B,North West,E07000123,30UK,Preston,,,1451,979,853,1354,1337,891,438,300,,,,
E92000001,921,England,E12000002,B,North West,E07000124,30UL,Ribble Valley,,,651,523,485,639,635,500,296,235,,,,
E92000001,921,England,E12000002,B,North West,E07000125,30UM,Rossendale,,,781,459,409,735,717,435,248,161,,,,
E92000001,921,England,E12000002,B,North West,E07000126,30UN,South Ribble,,,1242,880,769,1187,1171,797,421,284,,,,
E92000001,921,England,E12000002,B,North West,E07000127,30UP,West Lancashire,,,1239,881,756,1174,1148,781,619,380,,,,
E92000001,921,England,E12000002,B,North West,E07000128,30UQ,Wyre,,,1050,734,660,989,980,682,429,305,,,,
E92000001,921,England,E12000002,B,North West,E08000011,00BX,Knowsley ,,,1845,1023,847,1649,1587,883,555,301,,,,
E92000001,921,England,E12000002,B,North West,E08000012,00BY,Liverpool,,,4469,2552,2105,4076,3928,2238,1901,1014,,,,
E92000001,921,England,E12000002,B,North West,E08000014,00CA,Sefton,,,2854,1982,1593,2694,2614,1632,1107,681,,,,
E92000001,921,England,E12000002,B,North West,E08000013,00BZ,St. Helens,,,1957,1280,1085,1803,1761,1119,643,422,,,,
E92000001,921,England,E12000002,B,North West,E08000015,00CB,Wirral,,,3531,2537,2155,3313,3241,2205,1482,1072,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E06000011,00FB,East Riding of Yorkshire UA,,,3487,2363,2019,3327,3249,2086,1178,788,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E06000010,00FA,"Kingston upon Hull, City of UA",,,2491,1400,1174,2333,2222,1232,689,354,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E06000012,00FC,North East Lincolnshire UA,,,1841,1123,957,1725,1670,987,716,420,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E06000013,00FD,North Lincolnshire UA,,,1771,1124,1032,1658,1639,1105,646,391,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E06000014,00FF,York UA,,,1721,1256,1094,1667,1640,1121,919,537,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E07000163,36UB,Craven,,,592,428,385,569,561,394,216,174,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E07000164,36UC,Hambleton,,,901,659,564,869,866,583,435,283,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E07000165,36UD,Harrogate,,,1561,1197,1104,1495,1482,1151,909,603,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E07000166,36UE,Richmondshire,,,516,368,314,500,494,325,172,112,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E07000167,36UF,Ryedale,,,525,377,328,499,494,337,208,147,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E07000168,36UG,Scarborough,,,1041,594,505,936,918,540,296,175,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E07000169,36UH,Selby,,,889,589,503,850,826,521,276,158,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E08000016,00CC,Barnsley,,,2489,1475,1262,2326,2260,1327,674,397,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E08000017,00CE,Doncaster,,,3278,1942,1640,3045,2974,1732,860,461,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E08000018,00CF,Rotherham ,,,3045,1965,1691,2833,2741,1778,867,512,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E08000019,00CG,Sheffield,,,5387,3452,2922,5000,4871,3012,2095,1236,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E08000032,00CX,Bradford,,,6441,3645,3060,5902,5616,3199,2023,1226,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E08000033,00CY,Calderdale,,,2363,1620,1405,2244,2197,1453,730,527,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E08000034,00CZ,Kirklees ,,,4831,3206,2792,4623,4506,2894,1737,1023,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E08000035,00DA,Leeds,,,7600,4871,4303,7003,6804,4470,3129,1912,,,,
E92000001,921,England,E12000003,D,Yorkshire and the Humber,E08000036,00DB,Wakefield,,,3658,2474,2167,3445,3384,2241,1175,764,,,,
E92000001,921,England,E12000004,E,East Midlands,E06000015,00FK,Derby UA,,,2786,1550,1325,2546,2476,1409,804,475,,,,
E92000001,921,England,E12000004,E,East Midlands,E06000016,00FN,Leicester UA,,,3724,2183,1845,3445,3336,1938,1212,667,,,,
E92000001,921,England,E12000004,E,East Midlands,E06000018,00FY,Nottingham UA,,,2857,1418,1201,2555,2466,1289,899,418,,,,
E92000001,921,England,E12000004,E,East Midlands,E06000017,00FP,Rutland UA,,,290,216,185,279,277,190,116,88,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000032,17UB,Amber Valley,,,1376,844,758,1294,1256,802,498,268,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000033,17UC,Bolsover,,,839,498,396,787,757,419,226,139,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000034,17UD,Chesterfield,,,1137,746,665,1084,1064,703,380,229,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000035,17UF,Derbyshire Dales,,,764,549,474,738,693,494,325,219,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000036,17UG,Erewash,,,1139,715,641,1072,1052,681,343,219,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000037,17UH,High Peak,,,990,702,553,956,885,564,233,165,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000038,17UJ,North East Derbyshire,,,984,635,581,933,924,615,297,210,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000039,17UK,South Derbyshire,,,1066,655,551,1004,990,576,258,157,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000129,31UB,Blaby,,,1073,774,648,1041,1027,657,265,158,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000130,31UC,Charnwood,,,1576,991,833,1481,1454,880,576,313,,,,
E92000001,921,England,E12000004,E,East Midlands,E07000131,31UD,Harborough,,,984,727,643,952,946,683,215,163,,,,
